"title","budget","genre","mpaa","runtimes","rating","gross"
"Shaun of the Dead","4000000","5","4","99","8.0","13542874"
"She's All That","10000000","5","3","95","5.8","63366989"
"She's the One","3500000","5","4","96","6.1","133554557"
"Sherlock Holmes","90000000","20","3","128","7.6","209028679"
"Sherlock Holmes: A Game of Shadows","125000000","20","3","129","7.5","186848418"
"Shi mian mai fu","100000000","20","3","119","7.6","153000000"
"Shoot 'Em Up","39000000","20","4","86","6.7","12807139"
"Shooter","61000000","20","4","124","7.2","47003582"
"Showdown in Little Tokyo","8000000","20","4","79","6.0","2275557"
"Showgirls","45000000","4","5","128","4.5","20302961"
"Shrek","60000000","13","2","90","7.9","267665011"
"Shrek 2","150000000","13","2","93","7.2","2624152004"
"Shutter Island","80000000","6","4","138","8.1","7136605"
"Side Effects","30000000","14","4","106","7.1","32172757"
"Sideways","12000000","5","4","126","7.6","71503593"
"Signs","72000000","4","3","106","6.7","227966634"
"Silent Fall","30000000","4","4","101","5.9","3180674"
"Silent Hill","50000000","2","4","125","6.6","3467324"
"Silent Hill: Revelation 3D","20000000","2","4","95","5.0","17529157"
"Silver Linings Playbook","21000000","5","4","122","7.8","132092958"
"Simple Men","3000000","14","4","105","7.2","141554"
"Single White Female","16000000","4","4","107","6.3","391482611"
